X,Y,streetcrime,offense_code_group,domestic,type,offense_description,district,nonviolent,source,updated,timestamp,ucr_part,reporting_area,month,occurred_on_date,year,street,offense_code,incident_number,day_of_week,desc,shooting
-71.10075998,42.31330008,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,E13,1,Boston,1472149583016,1471988580000,Part Three,575,8,2016/08/23 21:43:00,2016,WASHINGTON ST,03006,I162068558,Tuesday,SICK/INJURED/MEDICAL - PERSON,
-71.10075998,42.31330008,0,Motor Vehicle Accident Response,0,03803,M/V ACCIDENT - PERSONAL INJURY,E13,1,Boston,1473458401302,1473343800000,Part Three,572,9,2016/09/08 14:10:00,2016,WASHINGTON ST,03803,I162073211,Thursday,M/V ACCIDENT - PERSONAL INJURY,
-71.10075998,42.31330008,0,Motor Vehicle Accident Response,0,03830,M/V - LEAVING SCENE - PERSONAL INJURY,E13,1,Boston,1476655201027,1476547200000,Part Three,572,10,2016/10/15 16:00:00,2016,WASHINGTON ST,03830,I162084542,Saturday,M/V - LEAVING SCENE - PERSONAL INJURY,
-71.10075998,42.31330008,1,Vandalism,0,01402,VANDALISM,E13,1,Boston,1480629600739,1480504200000,Part Two,575,11,2016/11/30 11:10:00,2016,WASHINGTON ST,01402,I162097636,Wednesday,VANDALISM,
-71.09827276,42.31956759,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,,1,Boston,1476309600791,1476176520000,Part One,,10,2016/10/11 09:02:00,2016,,00614,I162083225,Tuesday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.07782966,42.31828378,1,Vandalism,0,01402,VANDALISM,,1,Boston,1472940001290,1472779320000,Part Two,,9,2016/09/02 01:22:00,2016,,01402,I162071390,Friday,VANDALISM,
-71.07779902,42.30574716,0,Harassment,0,02629,HARASSMENT,C11,0,Boston,1477432800718,1477308600000,Part Two,337,10,2016/10/24 11:30:00,2016,GENEVA AVE,02629,I162087098,Monday,HARASSMENT,
-71.07779902,42.30574716,0,Towed,0,03410,TOWED MOTOR VEHICLE,C11,1,Boston,1477951201637,1477812360000,Part Three,337,10,2016/10/30 07:26:00,2016,GENEVA AVE,03410,I162088767,Sunday,TOWED MOTOR VEHICLE,
-71.07779902,42.30574716,0,Ballistics,0,02662,BALLISTICS EVIDENCE/FOUND,C11,0,Boston,1479852000789,1479695220000,Part Two,337,11,2016/11/21 02:27:00,2016,GENEVA AVE,02662,I162095173,Monday,BALLISTICS EVIDENCE/FOUND,
-71.09339604,42.32340986,1,Larceny,0,00619,LARCENY ALL OTHERS,B2,1,Boston,1478210402242,1478122740000,Part One,300,11,2016/11/02 21:39:00,2016,HIGHLAND ST,00619,I162089953,Wednesday,LARCENY ALL OTHERS,
-71.09339604,42.32340986,0,Restraining Order Violations,1,02006,VIOL. OF RESTRAINING ORDER W ARREST,B2,0,Boston,1478815201389,1478711220000,Part Two,300,11,2016/11/09 17:07:00,2016,HIGHLAND ST,02006,I162091905,Wednesday,VIOL. OF RESTRAINING ORDER W ARREST,
-71.09339604,42.32340986,0,Harassment,0,02629,HARASSMENT,B2,0,Boston,1478901601390,1478772540000,Part Two,301,11,2016/11/10 10:09:00,2016,HIGHLAND ST,02629,I162092060,Thursday,HARASSMENT,
-71.09339604,42.32340986,0,Harassment,0,02629,HARASSMENT,B2,0,Boston,1480024801012,1479902640000,Part Two,301,11,2016/11/23 12:04:00,2016,HIGHLAND ST,02629,I162095868,Wednesday,HARASSMENT,
-71.07781881,42.31834822,0,Motor Vehicle Accident Response,0,03820,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,,1,Boston,1480543201572,1480438380000,Part Three,,11,2016/11/29 16:53:00,2016,,03820,I162097531,Tuesday,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,
-71.09951749,42.31774803,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,E13,1,Boston,1480456801476,1480367160000,Part Three,303,11,2016/11/28 21:06:00,2016,W WALNUT PARK,03006,I162097233,Monday,SICK/INJURED/MEDICAL - PERSON,
-71.09731506,42.32082221,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1480802401273,1480713840000,Part Three,304,12,2016/12/02 21:24:00,2016,ACADEMY TER,03301,I162098461,Friday,VERBAL DISPUTE,
-71.07937537,42.30349827,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,1,Boston,1472853601281,1472759160000,Part One,459,9,2016/09/01 19:46:00,2016,FENELON ST,00614,I162071334,Thursday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.07937537,42.30349827,0,Investigate Person,0,03115,INVESTIGATE PERSON,B3,1,Boston,1480888801893,1480781640000,Part Three,459,12,2016/12/03 16:14:00,2016,FENELON ST,03115,I162098674,Saturday,INVESTIGATE PERSON,
-71.10084606,42.31376943,0,Verbal Disputes,0,03301,VERBAL DISPUTE,E13,1,Boston,1476655201026,1476548880000,Part Three,575,10,2016/10/15 16:28:00,2016,BOYLSTON ST,03301,I162084547,Saturday,VERBAL DISPUTE,
-71.10084606,42.31376943,0,Motor Vehicle Accident Response,0,03831,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,1,Boston,1480284001245,1480147560000,Part Three,575,11,2016/11/26 08:06:00,2016,BOYLSTON ST,03831,I162096524,Saturday,M/V - LEAVING SCENE - PROPERTY DAMAGE,
-71.08328208,42.30066139,1,Aggravated Assault,0,00423,ASSAULT - AGGRAVATED,B3,0,Boston,1474581601442,1474434840000,Part One,457,9,2016/09/21 05:14:00,2016,GLENWAY ST,00423,I162077139,Wednesday,ASSAULT - AGGRAVATED,
-71.08328208,42.30066139,1,Vandalism,0,01402,VANDALISM,B3,1,Boston,1476914401241,1476775140000,Part Two,457,10,2016/10/18 07:19:00,2016,GLENWAY ST,01402,I162085246,Tuesday,VANDALISM,
-71.08328208,42.30066139,0,Harassment,0,02629,HARASSMENT,B3,0,Boston,1478124001617,1478008200000,Part Two,457,11,2016/11/01 13:50:00,2016,GLENWAY ST,02629,I162089447,Tuesday,HARASSMENT,
-71.08328208,42.30066139,1,Simple Assault,0,00802,ASSAULT SIMPLE - BATTERY,B3,1,Boston,1479938400808,1479816060000,Part Two,457,11,2016/11/22 12:01:00,2016,GLENWAY ST,00802,I162095600,Tuesday,ASSAULT SIMPLE - BATTERY,
-71.08328208,42.30066139,0,Investigate Person,0,03115,INVESTIGATE PERSON,B3,1,Boston,1480543201570,1480417200000,Part Three,457,11,2016/11/29 11:00:00,2016,GLENWAY ST,03115,I162097342,Tuesday,INVESTIGATE PERSON,
-71.07896352,42.30393928,0,Investigate Property,0,03114,INVESTIGATE PROPERTY,C11,1,Boston,1474236001122,1474145280000,Part Three,460,9,2016/09/17 20:48:00,2016,MORSE ST,03114,I162076116,Saturday,INVESTIGATE PROPERTY,
-71.07896352,42.30393928,0,Warrant Arrests,0,03125,WARRANT ARREST,C11,1,Boston,1476828001109,1476703620000,Part Three,460,10,2016/10/17 11:27:00,2016,MORSE ST,03125,I162084990,Monday,WARRANT ARREST,
-71.07730382,42.30645148,0,Harassment,0,02629,HARASSMENT,C11,0,Boston,1472149504930,1471823520000,Part Two,337,8,2016/08/21 23:52:00,2016,COLUMBIA RD,02629,I162067921,Sunday,HARASSMENT,
-71.07730382,42.30645148,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,C11,1,Boston,1472149593610,1472032620000,Part Three,337,8,2016/08/24 09:57:00,2016,COLUMBIA RD,03006,I162068682,Wednesday,SICK/INJURED/MEDICAL - PERSON,
-71.07730382,42.30645148,1,Simple Assault,0,00802,ASSAULT SIMPLE - BATTERY,C11,1,Boston,1472767201403,1472660100000,Part Two,337,8,2016/08/31 16:15:00,2016,COLUMBIA RD,00802,I162070972,Wednesday,ASSAULT SIMPLE - BATTERY,
-71.07730382,42.30645148,1,Vandalism,0,01402,VANDALISM,C11,1,Boston,1474149601073,1474026300000,Part Two,337,9,2016/09/16 11:45:00,2016,COLUMBIA RD,01402,I162075636,Friday,VANDALISM,
-71.07730382,42.30645148,0,Ballistics,0,02662,BALLISTICS EVIDENCE/FOUND,C11,0,Boston,1477260001649,1477107540000,Part Two,337,10,2016/10/22 03:39:00,2016,COLUMBIA RD,02662,I162086496,Saturday,BALLISTICS EVIDENCE/FOUND,
-71.07730382,42.30645148,0,Investigate Person,0,03115,INVESTIGATE PERSON,C11,1,Boston,1477346401875,1477215000000,Part Three,337,10,2016/10/23 09:30:00,2016,COLUMBIA RD,03115,I162086802,Sunday,INVESTIGATE PERSON,
-71.07730382,42.30645148,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,C11,1,Boston,1478124001613,1477972746000,Part Three,337,11,2016/11/01 03:59:06,2016,COLUMBIA RD,03006,I162089306,Tuesday,SICK/INJURED/MEDICAL - PERSON,
-71.07730382,42.30645148,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,C11,1,Boston,1478815201386,1478652300000,Part Three,337,11,2016/11/09 00:45:00,2016,COLUMBIA RD,03006,I162091720,Wednesday,SICK/INJURED/MEDICAL - PERSON,
-71.07730382,42.30645148,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,C11,1,Boston,1480197601311,1480084500000,Part Three,337,11,2016/11/25 14:35:00,2016,COLUMBIA RD,03006,I162096374,Friday,SICK/INJURED/MEDICAL - PERSON,
-71.09431771,42.32308366,1,Larceny From Motor Vehicle,0,00615,LARCENY THEFT OF MV PARTS & ACCESSORIES,B2,1,Boston,1479247200979,1479085200000,Part One,301,11,2016/11/14 01:00:00,2016,HIGHLAND ST,00615,I162093308,Monday,LARCENY THEFT OF MV PARTS & ACCESSORIES,
-71.07712722,42.30673444,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1480629600738,1480492440000,Part Three,329,11,2016/11/30 07:54:00,2016,COLUMBIA RD,03006,I162097595,Wednesday,SICK/INJURED/MEDICAL - PERSON,
-71.07623072,42.31466062,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,1,Boston,1472594401006,1472470920000,Part One,325,8,2016/08/29 11:42:00,2016,BALFOUR ST,00614,I162070166,Monday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.07623072,42.31466062,0,Warrant Arrests,0,03125,WARRANT ARREST,B2,1,Boston,1473976800835,1473842640000,Part Three,325,9,2016/09/14 08:44:00,2016,BALFOUR ST,03125,I162074955,Wednesday,WARRANT ARREST,
-71.0993481,42.31832089,1,Vandalism,0,01402,VANDALISM,E13,1,Boston,1478469600945,1478318400000,Part Two,303,11,2016/11/05 04:00:00,2016,ERNST ST,01402,I162090714,Saturday,VANDALISM,
-71.10103069,42.31302489,0,Motor Vehicle Accident Response,0,03820,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E13,1,Boston,1479074401673,1478952840000,Part Three,572,11,2016/11/12 12:14:00,2016,IFFLEY RD,03820,I162092668,Saturday,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,
-71.08971719,42.32455995,0,Missing Person Reported,0,03501,MISSING PERSON,B2,1,Boston,1478124001614,1477996200000,Part Three,300,11,2016/11/01 10:30:00,2016,CEDAR ST,03501,I162089380,Tuesday,MISSING PERSON,
-71.10108013,42.31083408,0,Motor Vehicle Accident Response,0,03802,M/V ACCIDENT - PROPERTY �DAMAGE,E13,1,Boston,1473544801415,1473426840000,Part Three,571,9,2016/09/09 13:14:00,2016,PETER PARLEY RD,03802,I162073484,Friday,M/V ACCIDENT - PROPERTY �DAMAGE,
-71.10093823,42.31423672,0,Motor Vehicle Accident Response,0,03831,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,1,Boston,1474668001483,1474561560000,Part Three,577,9,2016/09/22 16:26:00,2016,EGLESTON ST,03831,I162077617,Thursday,M/V - LEAVING SCENE - PROPERTY DAMAGE,
-71.07903447,42.32037671,0,Landlord/Tenant Disputes,0,03112,LANDLORD - TENANT SERVICE,B2,1,Boston,1473804001803,1473709320000,Part Three,265,9,2016/09/12 19:42:00,2016,WAVERLY ST,03112,I162074542,Monday,LANDLORD - TENANT SERVICE,
-71.07903447,42.32037671,1,Drug Violation,0,01843,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,B2,1,Boston,1480629600740,1480514520000,Part Two,265,11,2016/11/30 14:02:00,2016,WAVERLY ST,01843,I162097704,Wednesday,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,
-71.08430796,42.30006791,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,1,Boston,1474236001120,1474118760000,Part One,457,9,2016/09/17 13:26:00,2016,MCLELLAN ST,00614,I162075998,Saturday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.08430796,42.30006791,1,Firearm Violations,0,01510,WEAPON - FIREARM - OTHER VIOLATION,B3,1,Boston,1479765601754,1479662700000,Part Two,457,11,2016/11/20 17:25:00,2016,MCLELLAN ST,01510,I162095080,Sunday,WEAPON - FIREARM - OTHER VIOLATION,
-71.08637597,42.29952655,0,Liquor Violation,0,02646,LIQUOR - DRINKING IN PUBLIC,,0,Boston,1479852000791,1479735660000,Part Two,,11,2016/11/21 13:41:00,2016,,02646,I162095299,Monday,LIQUOR - DRINKING IN PUBLIC,
-71.07591511,42.31332153,0,Investigate Property,0,03114,INVESTIGATE PROPERTY,B2,1,Boston,1472680801194,1472587020000,Part Three,325,8,2016/08/30 19:57:00,2016,QUINCY ST,03114,I162070656,Tuesday,INVESTIGATE PROPERTY,
-71.07591511,42.31332153,0,Motor Vehicle Accident Response,0,03801,M/V ACCIDENT - OTHER,B2,1,Boston,1477346401872,1477222560000,Part Three,326,10,2016/10/23 11:36:00,2016,QUINCY ST,03801,I162086829,Sunday,M/V ACCIDENT - OTHER,
-71.07591511,42.31332153,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1480975201619,1480856940000,Part Three,326,12,2016/12/04 13:09:00,2016,QUINCY ST,03301,I162098862,Sunday,VERBAL DISPUTE,
-71.08638174,42.29951046,0,Liquor Violation,0,02646,LIQUOR - DRINKING IN PUBLIC,B3,0,Boston,1477432800721,1477335240000,Part Two,444,10,2016/10/24 18:54:00,2016,BLUE HILL AVE,02646,I162087275,Monday,LIQUOR - DRINKING IN PUBLIC,
-71.07976167,42.30272114,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B3,1,Boston,1474149601070,1474011960000,Part Three,459,9,2016/09/16 07:46:00,2016,ERIE ST,03301,I162075567,Friday,VERBAL DISPUTE,
-71.07976167,42.30272114,0,Investigate Property,0,03114,INVESTIGATE PROPERTY,B3,1,Boston,1476568801561,1476450900000,Part Three,456,10,2016/10/14 13:15:00,2016,ERIE ST,03114,I162084204,Friday,INVESTIGATE PROPERTY,
-71.07976167,42.30272114,0,Motor Vehicle Accident Response,0,03803,M/V ACCIDENT - PERSONAL INJURY,B3,1,Boston,1479852000789,1479718980000,Part Three,456,11,2016/11/21 09:03:00,2016,ERIE ST,03803,I162095223,Monday,M/V ACCIDENT - PERSONAL INJURY,
-71.07840374,42.30422029,0,Towed,0,03410,TOWED MOTOR VEHICLE,C11,1,Boston,1474840800678,1474702980000,Part Three,460,9,2016/09/24 07:43:00,2016,MORSE ST,03410,I162078159,Saturday,TOWED MOTOR VEHICLE,
-71.07840374,42.30422029,0,Missing Person Reported,0,03501,MISSING PERSON,C11,1,Boston,1478556001241,1478420880000,Part Three,460,11,2016/11/06 08:28:00,2016,MORSE ST,03501,I162090946,Sunday,MISSING PERSON,
-71.07840374,42.30422029,0,Investigate Person,0,03115,INVESTIGATE PERSON,C11,1,Boston,1479420001568,1479298860000,Part Three,460,11,2016/11/16 12:21:00,2016,MORSE ST,03115,I162093796,Wednesday,INVESTIGATE PERSON,
-71.08118184,42.30154555,1,Auto Theft,0,00724,AUTO THEFT,B3,1,Boston,1472149593616,1472051040000,Part One,456,8,2016/08/24 15:04:00,2016,ELLINGTON ST,00724,I162068759,Wednesday,AUTO THEFT,
-71.08118184,42.30154555,0,Investigate Person,0,03115,INVESTIGATE PERSON,B3,1,Boston,1472508001046,1472404800000,Part Three,456,8,2016/08/28 17:20:00,2016,ELLINGTON ST,03115,I162069970,Sunday,INVESTIGATE PERSON,
-71.08118184,42.30154555,0,Violations,0,02907,VAL - OPERATING AFTER REV/SUSP.,B3,1,Boston,1472767201400,1472605620000,Part Two,456,8,2016/08/31 01:07:00,2016,ELLINGTON ST,02907,I162070736,Wednesday,VAL - OPERATING AFTER REV/SUSP.,
-71.08118184,42.30154555,0,Property Lost,0,03208,PROPERTY - MISSING,B3,1,Boston,1475877601371,1475730000000,Part Three,456,10,2016/10/06 05:00:00,2016,ELLINGTON ST,03208,I162081864,Thursday,PROPERTY - MISSING,
-71.08118184,42.30154555,0,Property Lost,0,03201,PROPERTY - LOST,B3,1,Boston,1478728801133,1478597940000,Part Three,456,11,2016/11/08 09:39:00,2016,ELLINGTON ST,03201,I162091486,Tuesday,PROPERTY - LOST,
-71.08118184,42.30154555,1,Robbery,0,00301,ROBBERY - STREET,B3,0,Boston,1479247200984,1479144840000,Part One,456,11,2016/11/14 17:34:00,2016,ELLINGTON ST,00301,I162093264,Monday,ROBBERY - STREET,
-71.08118184,42.30154555,0,HOME INVASION,1,02010,HOME INVASION,B3,0,Boston,1480111201237,1479945900000,,456,11,2016/11/24 00:05:00,2016,ELLINGTON ST,02010,I162096053,Thursday,HOME INVASION,
-71.09841452,42.32008772,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,1,Boston,1479420001563,1479261600000,Part One,303,11,2016/11/16 02:00:00,2016,COLUMBUS AVE,00614,I162093714,Wednesday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.09841452,42.32008772,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,E13,1,Boston,1479420001564,1479325140000,Part One,303,11,2016/11/16 19:39:00,2016,COLUMBUS AVE,00614,I162093920,Wednesday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.09929423,42.31888243,0,Investigate Person,0,03115,INVESTIGATE PERSON,E13,1,Boston,1477000801215,1476905160000,Part Three,303,10,2016/10/19 19:26:00,2016,BRAGDON ST,03115,I162085785,Wednesday,INVESTIGATE PERSON,
-71.09929423,42.31888243,0,Verbal Disputes,0,03301,VERBAL DISPUTE,E13,1,Boston,1479160801102,1479057420000,Part Three,303,11,2016/11/13 17:17:00,2016,BRAGDON ST,03301,I162092995,Sunday,VERBAL DISPUTE,
-71.07584635,42.31398981,1,Residential Burglary,0,00522,BURGLARY - RESIDENTIAL - NO FORCE,B2,1,Boston,1472594401010,1472455800000,Part One,325,8,2016/08/29 07:30:00,2016,WAYLAND ST,00522,I162070227,Monday,BURGLARY - RESIDENTIAL - NO FORCE,
-71.07665431,42.30711708,0,Missing Person Reported,0,03501,MISSING PERSON,,1,Boston,1472940001287,1472826600000,Part Three,,9,2016/09/02 14:30:00,2016,,03501,I162071558,Friday,MISSING PERSON,
-71.07665431,42.30711708,0,Motor Vehicle Accident Response,0,03831,M/V - LEAVING SCENE - PROPERTY DAMAGE,,1,Boston,1474668001483,1474564200000,Part Three,,9,2016/09/22 17:10:00,2016,,03831,I162077694,Thursday,M/V - LEAVING SCENE - PROPERTY DAMAGE,
-71.09163499,42.3244404,0,Medical Assistance,0,03001,DEATH INVESTIGATION,B2,1,Boston,1472149566213,1471853340000,Part Three,300,8,2016/08/22 08:09:00,2016,HAWTHORNE ST,03001,I162067955,Monday,DEATH INVESTIGATION,
-71.09163499,42.3244404,0,Harassment,0,02629,HARASSMENT,B2,0,Boston,1478988001496,1478891760000,Part Two,300,11,2016/11/11 19:16:00,2016,HAWTHORNE ST,02629,I162092514,Friday,HARASSMENT,
-71.09163499,42.3244404,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1479074401673,1478950320000,Part Two,300,11,2016/11/12 11:32:00,2016,HAWTHORNE ST,02647,I162092657,Saturday,THREATS TO DO BODILY HARM,
-71.07775356,42.3190412,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1472149504916,1471797660000,Part Three,264,8,2016/08/21 16:41:00,2016,BLUE HILL AVE,03301,I162067804,Sunday,VERBAL DISPUTE,
-71.07774774,42.31905731,0,Motor Vehicle Accident Response,0,03803,M/V ACCIDENT - PERSONAL INJURY,,1,Boston,1480888801889,1480761120000,Part Three,,12,2016/12/03 10:32:00,2016,,03803,I162098568,Saturday,M/V ACCIDENT - PERSONAL INJURY,
-71.09787569,42.32081965,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B2,1,Boston,1476568801555,1476450180000,Part Three,304,10,2016/10/14 13:03:00,2016,ACADEMY CT,03301,I162084191,Friday,VERBAL DISPUTE,
-71.09809064,42.32060705,0,Other,0,02660,OTHER OFFENSE,B2,0,Boston,1473890400597,1473786180000,Part Two,304,9,2016/09/13 17:03:00,2016,ACADEMY RD,02660,I162074752,Tuesday,OTHER OFFENSE,
-71.07618683,42.31580934,0,Investigate Property,0,03114,INVESTIGATE PROPERTY,B2,1,Boston,1480802401267,1480642200000,Part Three,325,12,2016/12/02 01:30:00,2016,WOODCLIFF ST,03114,I162098172,Friday,INVESTIGATE PROPERTY,
-71.0773834,42.30546333,0,Motor Vehicle Accident Response,0,03801,M/V ACCIDENT - OTHER,C11,1,Boston,1479852000793,1479750060000,Part Three,460,11,2016/11/21 17:41:00,2016,GENEVA AVE,03801,I162095380,Monday,M/V ACCIDENT - OTHER,
-71.082824,42.3004059,0,Motor Vehicle Accident Response,0,03831,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,1,Boston,1473372001629,1473244800000,Part Three,457,9,2016/09/07 10:40:00,2016,FOWLER ST,03831,I162072897,Wednesday,M/V - LEAVING SCENE - PROPERTY DAMAGE,
-71.082824,42.3004059,0,Motor Vehicle Accident Response,0,03803,M/V ACCIDENT - PERSONAL INJURY,B3,1,Boston,1478383200908,1478293740000,Part Three,457,11,2016/11/04 21:09:00,2016,FOWLER ST,03803,I162090549,Friday,M/V ACCIDENT - PERSONAL INJURY,
-71.075582,42.31160175,1,Larceny,0,00619,LARCENY ALL OTHERS,B2,1,Boston,1477864801350,1477754100000,Part One,326,10,2016/10/29 15:15:00,2016,MASCOMA ST,00619,I162088629,Saturday,LARCENY ALL OTHERS,
-71.07868148,42.30356539,1,Other Burglary,0,00560,BURGLARY - OTHER - FORCE,C11,1,Boston,1476741601099,1476597900000,Part One,459,10,2016/10/16 06:05:00,2016,WASHINGTON ST,00560,I162084703,Sunday,BURGLARY - OTHER - FORCE,
-71.07923791,42.30292386,0,Verbal Disputes,0,03301,VERBAL DISPUTE,B3,1,Boston,1472421600850,1472327280000,Part Three,459,8,2016/08/27 19:48:00,2016,ERIE ST,03301,I162069714,Saturday,VERBAL DISPUTE,
-71.0763704,42.30733393,1,Larceny,0,00619,LARCENY ALL OTHERS,B2,1,Boston,1472149593584,1472066760000,Part One,329,8,2016/08/24 19:26:00,2016,COLUMBIA RD,00619,I162068836,Wednesday,LARCENY ALL OTHERS,
-71.0763704,42.30733393,1,Aggravated Assault,0,00413,ASSAULT - AGGRAVATED - BATTERY,B2,0,Boston,1477951201640,1477833300000,Part One,329,10,2016/10/30 13:15:00,2016,COLUMBIA RD,00413,I162088870,Sunday,ASSAULT - AGGRAVATED - BATTERY,
-71.0763704,42.30733393,1,Auto Theft,0,00724,AUTO THEFT,B2,1,Boston,1478037601726,1477949700000,Part One,329,10,2016/10/31 21:35:00,2016,COLUMBIA RD,00724,I162089244,Monday,AUTO THEFT,
-71.0763704,42.30733393,1,Drug Violation,0,01830,DRUGS - SICK ASSIST - HEROIN,B2,1,Boston,1480802401270,1480680900000,Part Two,329,12,2016/12/02 12:15:00,2016,COLUMBIA RD,01830,I162098298,Friday,DRUGS - SICK ASSIST - HEROIN,
-71.08988102,42.32492526,1,Drug Violation,0,01830,DRUGS - SICK ASSIST - HEROIN,B2,1,Boston,1478642401197,1478558254000,Part Two,293,11,2016/11/07 22:37:34,2016,THORNTON ST,01830,I162091424,Monday,DRUGS - SICK ASSIST - HEROIN,
-71.07549901,42.31224327,0,Disorderly Conduct,0,02403,DISTURBING THE PEACE,B2,0,Boston,1476914401241,1476751800000,Part Two,326,10,2016/10/18 00:50:00,2016,FAYSTON ST,02403,I162085213,Tuesday,DISTURBING THE PEACE,
-71.07549901,42.31224327,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1477000801213,1476874800000,Part Two,326,10,2016/10/19 11:00:00,2016,FAYSTON ST,02647,I162085711,Wednesday,THREATS TO DO BODILY HARM,
-71.07549901,42.31224327,0,Medical Assistance,0,03006,SICK/INJURED/MEDICAL - PERSON,B2,1,Boston,1480284001245,1480155720000,Part Three,326,11,2016/11/26 10:22:00,2016,FAYSTON ST,03006,I162096549,Saturday,SICK/INJURED/MEDICAL - PERSON,
-71.07958202,42.32147781,0,Motor Vehicle Accident Response,0,03802,M/V ACCIDENT - PROPERTY �DAMAGE,B2,1,Boston,1480197601307,1480079160000,Part Three,265,11,2016/11/25 13:06:00,2016,ALASKA ST,03802,I162096318,Friday,M/V ACCIDENT - PROPERTY �DAMAGE,
-71.0756633,42.30984689,0,Sex Offender Registration,0,01721,FAILURE TO REGISTER AS A SEX OFFENDER,B2,1,Boston,1472149566245,1471865340000,Part Two,328,8,2016/08/22 11:29:00,2016,INTERVALE ST,01721,I162068642,Monday,FAILURE TO REGISTER AS A SEX OFFENDER,
-71.0756633,42.30984689,1,Simple Assault,0,00802,ASSAULT SIMPLE - BATTERY,B2,1,Boston,1474322401304,1474174920000,Part Two,328,9,2016/09/18 05:02:00,2016,INTERVALE ST,00802,I162076197,Sunday,ASSAULT SIMPLE - BATTERY,
-71.0755186,42.31318046,0,Motor Vehicle Accident Response,0,03803,M/V ACCIDENT - PERSONAL INJURY,B2,1,Boston,1474581601446,1474446840000,Part Three,326,9,2016/09/21 08:34:00,2016,QUINCY ST,03803,I162077173,Wednesday,M/V ACCIDENT - PERSONAL INJURY,
-71.07548091,42.31116054,0,Other,0,02647,THREATS TO DO BODILY HARM,B2,0,Boston,1472508001042,1472410560000,Part Two,328,8,2016/08/28 18:56:00,2016,LAWRENCE AVE,02647,I162069981,Sunday,THREATS TO DO BODILY HARM,
-71.07548091,42.31116054,1,Larceny From Motor Vehicle,0,00614,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,1,Boston,1480456801474,1480335720000,Part One,328,11,2016/11/28 12:22:00,2016,LAWRENCE AVE,00614,I162097064,Monday,LARCENY THEFT FROM MV - NON-ACCESSORY,
-71.08652243,42.29908734,0,Motor Vehicle Accident Response,0,03803,M/V ACCIDENT - PERSONAL INJURY,B3,1,Boston,1472149566236,1471869540000,Part Three,444,8,2016/08/22 12:39:00,2016,BLUE HILL AVE,03803,I162068056,Monday,M/V ACCIDENT - PERSONAL INJURY,
-71.08652243,42.29908734,1,Aggravated Assault,0,00413,ASSAULT - AGGRAVATED - BATTERY,B3,0,Boston,1473544801415,1473439320000,Part One,444,9,2016/09/09 16:42:00,2016,BLUE HILL AVE,00413,I162073538,Friday,ASSAULT - AGGRAVATED - BATTERY,
-71.08489748,42.29944216,0,Other,0,02647,THREATS TO DO BODILY HARM,B3,0,Boston,1472853601275,1472762340000,Part Two,457,9,2016/09/01 20:39:00,2016,CHARLOTTE ST,02647,I162071336,Thursday,THREATS TO DO BODILY HARM,
